"","consumption__1","sex","area_council","urban_rural","age","population"
"5658",0,"Female","north santo",2,91,1
"5659",0,"Female","north santo",2,92,1
"5660",0,"Female","north santo",2,96,1
"5661",0,"Female","north santo",2,97,1
"5662",0,"Female","north santo",2,100,2
"5663",NA,"Male","north santo",2,0,67
"5664",NA,"Male","north santo",2,1,58
"5665",NA,"Male","north santo",2,2,80
"5666",NA,"Male","north santo",2,3,85
"5667",NA,"Male","north santo",2,4,115
"5668",NA,"Male","north santo",2,5,86
"5669",NA,"Male","north santo",2,6,85
"5670",NA,"Male","north santo",2,7,76
"5671",NA,"Male","north santo",2,8,74
"5672",NA,"Male","north santo",2,9,64
"5673",NA,"Male","north santo",2,10,95
"5674",NA,"Male","north santo",2,11,64
"5675",0,"Male","north santo",2,12,71
"5676",0,"Male","north santo",2,13,60
"5677",0,"Male","north santo",2,14,56
"5678",0,"Male","north santo",2,15,53
"5679",1,"Male","north santo",2,16,44
"5680",1,"Male","north santo",2,17,51
"5681",1,"Male","north santo",2,18,44
"5682",0,"Male","north santo",2,19,65
"5683",1,"Male","north santo",2,20,66
"5684",0,"Male","north santo",2,21,51
"5685",1,"Male","north santo",2,22,61
"5686",1,"Male","north santo",2,23,58
"5687",0,"Male","north santo",2,24,49
"5688",1,"Male","north santo",2,25,55
"5689",1,"Male","north santo",2,26,51
"5690",1,"Male","north santo",2,27,53
"5691",1,"Male","north santo",2,28,38
"5692",1,"Male","north santo",2,29,38
"5693",1,"Male","north santo",2,30,32
"5694",1,"Male","north santo",2,31,34
"5695",0,"Male","north santo",2,32,37
"5696",1,"Male","north santo",2,33,29
"5697",0,"Male","north santo",2,34,28
"5698",1,"Male","north santo",2,35,38
"5699",0,"Male","north santo",2,36,30
"5700",1,"Male","north santo",2,37,26
"5701",0,"Male","north santo",2,38,33
"5702",0,"Male","north santo",2,39,18
"5703",1,"Male","north santo",2,40,38
"5704",1,"Male","north santo",2,41,22
"5705",0,"Male","north santo",2,42,27
"5706",0,"Male","north santo",2,43,23
"5707",0,"Male","north santo",2,44,24
"5708",0,"Male","north santo",2,45,17
"5709",0,"Male","north santo",2,46,20
"5710",0,"Male","north santo",2,47,16
"5711",1,"Male","north santo",2,48,24
"5712",0,"Male","north santo",2,49,14
"5713",1,"Male","north santo",2,50,17
"5714",1,"Male","north santo",2,51,14
"5715",0,"Male","north santo",2,52,14
"5716",0,"Male","north santo",2,53,17
"5717",0,"Male","north santo",2,54,11
"5718",0,"Male","north santo",2,55,14
"5719",0,"Male","north santo",2,56,11
"5720",0,"Male","north santo",2,57,10
"5721",0,"Male","north santo",2,58,11
"5722",0,"Male","north santo",2,59,7
"5723",1,"Male","north santo",2,60,19
"5724",1,"Male","north santo",2,61,8
"5725",0,"Male","north santo",2,62,5
"5726",0,"Male","north santo",2,63,5
"5727",0,"Male","north santo",2,64,9
"5728",0,"Male","north santo",2,65,4
"5729",0,"Male","north santo",2,66,7
"5730",0,"Male","north santo",2,67,6
"5731",0,"Male","north santo",2,68,6
"5732",0,"Male","north santo",2,69,3
"5733",1,"Male","north santo",2,70,8
"5734",1,"Male","north santo",2,71,5
"5735",0,"Male","north santo",2,72,6
"5736",1,"Male","north santo",2,73,4
"5737",0,"Male","north santo",2,74,3
"5738",0,"Male","north santo",2,75,5
"5739",1,"Male","north santo",2,76,2
"5740",0,"Male","north santo",2,77,3
"5741",1,"Male","north santo",2,78,5
"5742",1,"Male","north santo",2,79,3
"5743",1,"Male","north santo",2,80,6
"5744",1,"Male","north santo",2,81,3
"5745",0,"Male","north santo",2,82,1
"5746",0,"Male","north santo",2,83,1
"5747",0,"Male","north santo",2,84,2
"5748",0,"Male","north santo",2,85,2
"5749",1,"Male","north santo",2,86,2
"5750",0,"Male","north santo",2,88,2
"5751",0,"Male","north santo",2,90,1
"5752",1,"Male","north santo",2,91,2
"5753",0,"Male","north santo",2,93,1
"5754",0,"Male","north santo",2,96,1
"5755",0,"Male","north santo",2,98,1
"5756",0,"Male","north santo",2,99,1
"5757",1,"Male","north santo",2,100,2
"5758",NA,"Female","north tanna",2,0,111
"5759",NA,"Female","north tanna",2,1,83
"5760",NA,"Female","north tanna",2,2,82
"5761",NA,"Female","north tanna",2,3,90
"5762",NA,"Female","north tanna",2,4,84
"5763",NA,"Female","north tanna",2,5,86
"5764",NA,"Female","north tanna",2,6,72
"5765",NA,"Female","north tanna",2,7,70
"5766",NA,"Female","north tanna",2,8,71
"5767",NA,"Female","north tanna",2,9,65
"5768",NA,"Female","north tanna",2,10,73
"5769",NA,"Female","north tanna",2,11,50
"5770",0,"Female","north tanna",2,12,69
"5771",0,"Female","north tanna",2,13,59
"5772",0,"Female","north tanna",2,14,53
"5773",0,"Female","north tanna",2,15,49
"5774",0,"Female","north tanna",2,16,46
"5775",0,"Female","north tanna",2,17,48
"5776",0,"Female","north tanna",2,18,53
"5777",0,"Female","north tanna",2,19,53
"5778",0,"Female","north tanna",2,20,51
"5779",0,"Female","north tanna",2,21,55
"5780",0,"Female","north tanna",2,22,44
"5781",0,"Female","north tanna",2,23,33
"5782",0,"Female","north tanna",2,24,32
"5783",0,"Female","north tanna",2,25,54
"5784",0,"Female","north tanna",2,26,33
"5785",0,"Female","north tanna",2,27,28
"5786",0,"Female","north tanna",2,28,41
"5787",0,"Female","north tanna",2,29,14
"5788",0,"Female","north tanna",2,30,29
"5789",0,"Female","north tanna",2,31,45
"5790",0,"Female","north tanna",2,32,35
"5791",0,"Female","north tanna",2,33,31
"5792",0,"Female","north tanna",2,34,24
"5793",0,"Female","north tanna",2,35,33
"5794",0,"Female","north tanna",2,36,24
"5795",0,"Female","north tanna",2,37,17
"5796",0,"Female","north tanna",2,38,21
"5797",0,"Female","north tanna",2,39,22
"5798",0,"Female","north tanna",2,40,26
"5799",0,"Female","north tanna",2,41,18
"5800",0,"Female","north tanna",2,42,19
"5801",0,"Female","north tanna",2,43,18
"5802",0,"Female","north tanna",2,44,20
"5803",0,"Female","north tanna",2,45,25
"5804",0,"Female","north tanna",2,46,17
"5805",0,"Female","north tanna",2,47,18
"5806",0,"Female","north tanna",2,48,20
"5807",0,"Female","north tanna",2,49,13
"5808",0,"Female","north tanna",2,50,20
"5809",0,"Female","north tanna",2,51,9
"5810",0,"Female","north tanna",2,52,18
"5811",0,"Female","north tanna",2,53,15
"5812",0,"Female","north tanna",2,54,1
"5813",0,"Female","north tanna",2,55,11
"5814",0,"Female","north tanna",2,56,12
"5815",0,"Female","north tanna",2,57,13
"5816",0,"Female","north tanna",2,58,6
"5817",0,"Female","north tanna",2,59,5
"5818",0,"Female","north tanna",2,60,18
"5819",0,"Female","north tanna",2,61,9
"5820",0,"Female","north tanna",2,62,7
"5821",0,"Female","north tanna",2,63,3
"5822",0,"Female","north tanna",2,64,5
"5823",0,"Female","north tanna",2,65,6
"5824",0,"Female","north tanna",2,66,10
"5825",0,"Female","north tanna",2,67,5
"5826",0,"Female","north tanna",2,68,7
"5827",0,"Female","north tanna",2,69,4
"5828",0,"Female","north tanna",2,70,9
"5829",0,"Female","north tanna",2,71,3
"5830",0,"Female","north tanna",2,72,6
"5831",0,"Female","north tanna",2,73,3
"5832",0,"Female","north tanna",2,74,1
"5833",0,"Female","north tanna",2,75,3
"5834",0,"Female","north tanna",2,76,3
"5835",0,"Female","north tanna",2,78,2
"5836",0,"Female","north tanna",2,80,2
"5837",0,"Female","north tanna",2,81,2
"5838",0,"Female","north tanna",2,82,1
"5839",0,"Female","north tanna",2,85,1
"5840",0,"Female","north tanna",2,86,5
"5841",0,"Female","north tanna",2,90,1
"5842",0,"Female","north tanna",2,91,1
"5843",0,"Female","north tanna",2,93,1
"5844",0,"Female","north tanna",2,94,1
"5845",NA,"Male","north tanna",2,0,84
"5846",NA,"Male","north tanna",2,1,80
"5847",NA,"Male","north tanna",2,2,105
"5848",NA,"Male","north tanna",2,3,77
"5849",NA,"Male","north tanna",2,4,79
"5850",NA,"Male","north tanna",2,5,89
"5851",NA,"Male","north tanna",2,6,75
"5852",NA,"Male","north tanna",2,7,76
"5853",NA,"Male","north tanna",2,8,73
"5854",NA,"Male","north tanna",2,9,73
"5855",NA,"Male","north tanna",2,10,84
"5856",NA,"Male","north tanna",2,11,60
"5857",0,"Male","north tanna",2,12,75
"5858",0,"Male","north tanna",2,13,52
"5859",0,"Male","north tanna",2,14,68
"5860",0,"Male","north tanna",2,15,52
"5861",0,"Male","north tanna",2,16,43
"5862",0,"Male","north tanna",2,17,50
"5863",1,"Male","north tanna",2,18,57
"5864",1,"Male","north tanna",2,19,27
"5865",0,"Male","north tanna",2,20,50
"5866",0,"Male","north tanna",2,21,34
"5867",1,"Male","north tanna",2,22,51
"5868",1,"Male","north tanna",2,23,38
"5869",1,"Male","north tanna",2,24,29
"5870",0,"Male","north tanna",2,25,25
"5871",1,"Male","north tanna",2,26,34
"5872",1,"Male","north tanna",2,27,34
"5873",0,"Male","north tanna",2,28,26
"5874",1,"Male","north tanna",2,29,14
"5875",1,"Male","north tanna",2,30,29
"5876",1,"Male","north tanna",2,31,30
"5877",1,"Male","north tanna",2,32,24
"5878",1,"Male","north tanna",2,33,26
"5879",1,"Male","north tanna",2,34,30
"5880",1,"Male","north tanna",2,35,26
"5881",1,"Male","north tanna",2,36,16
"5882",0,"Male","north tanna",2,37,16
"5883",1,"Male","north tanna",2,38,15
"5884",0,"Male","north tanna",2,39,23
"5885",1,"Male","north tanna",2,40,36
"5886",0,"Male","north tanna",2,41,28
"5887",0,"Male","north tanna",2,42,18
"5888",1,"Male","north tanna",2,43,11
"5889",1,"Male","north tanna",2,44,20
"5890",0,"Male","north tanna",2,45,29
"5891",1,"Male","north tanna",2,46,19
"5892",0,"Male","north tanna",2,47,9
"5893",0,"Male","north tanna",2,48,23
"5894",0,"Male","north tanna",2,49,7
"5895",0,"Male","north tanna",2,50,27
"5896",1,"Male","north tanna",2,51,13
"5897",1,"Male","north tanna",2,52,14
"5898",0,"Male","north tanna",2,53,4
"5899",1,"Male","north tanna",2,54,7
"5900",1,"Male","north tanna",2,55,15
"5901",1,"Male","north tanna",2,56,5
"5902",1,"Male","north tanna",2,57,5
"5903",1,"Male","north tanna",2,58,8
"5904",1,"Male","north tanna",2,59,5
"5905",1,"Male","north tanna",2,60,17
"5906",0,"Male","north tanna",2,61,8
"5907",0,"Male","north tanna",2,62,7
"5908",0,"Male","north tanna",2,63,1
"5909",1,"Male","north tanna",2,64,8
"5910",0,"Male","north tanna",2,65,2
"5911",0,"Male","north tanna",2,66,6
"5912",1,"Male","north tanna",2,67,9
"5913",0,"Male","north tanna",2,68,5
"5914",0,"Male","north tanna",2,70,11
"5915",1,"Male","north tanna",2,71,7
"5916",1,"Male","north tanna",2,72,2
"5917",1,"Male","north tanna",2,73,3
"5918",0,"Male","north tanna",2,74,4
"5919",1,"Male","north tanna",2,75,6
"5920",0,"Male","north tanna",2,76,1
"5921",0,"Male","north tanna",2,77,1
"5922",0,"Male","north tanna",2,78,5
"5923",0,"Male","north tanna",2,79,2
"5924",0,"Male","north tanna",2,80,2
"5925",0,"Male","north tanna",2,81,4
"5926",1,"Male","north tanna",2,82,3
"5927",1,"Male","north tanna",2,84,1
"5928",0,"Male","north tanna",2,85,1
"5929",1,"Male","north tanna",2,87,1
"5930",0,"Male","north tanna",2,90,2
"5931",0,"Male","north tanna",2,101,1
"5932",NA,"Female","north tongoa",2,0,15
"5933",NA,"Female","north tongoa",2,1,18
"5934",NA,"Female","north tongoa",2,2,18
"5935",NA,"Female","north tongoa",2,3,10
"5936",NA,"Female","north tongoa",2,4,19
"5937",NA,"Female","north tongoa",2,5,17
"5938",NA,"Female","north tongoa",2,6,29
"5939",NA,"Female","north tongoa",2,7,25
"5940",NA,"Female","north tongoa",2,8,31
"5941",NA,"Female","north tongoa",2,9,15
"5942",NA,"Female","north tongoa",2,10,24
"5943",NA,"Female","north tongoa",2,11,19
"5944",0,"Female","north tongoa",2,12,20
"5945",0,"Female","north tongoa",2,13,17
"5946",0,"Female","north tongoa",2,14,20
"5947",0,"Female","north tongoa",2,15,14
"5948",0,"Female","north tongoa",2,16,16
"5949",0,"Female","north tongoa",2,17,12
"5950",0,"Female","north tongoa",2,18,7
"5951",0,"Female","north tongoa",2,19,6
"5952",0,"Female","north tongoa",2,20,18
"5953",0,"Female","north tongoa",2,21,7
"5954",0,"Female","north tongoa",2,22,12
"5955",0,"Female","north tongoa",2,23,8
"5956",0,"Female","north tongoa",2,24,7
"5957",0,"Female","north tongoa",2,25,9
"5958",0,"Female","north tongoa",2,26,6
"5959",0,"Female","north tongoa",2,27,9
"5960",0,"Female","north tongoa",2,28,9
"5961",0,"Female","north tongoa",2,29,11
"5962",0,"Female","north tongoa",2,30,8
"5963",0,"Female","north tongoa",2,31,12
"5964",0,"Female","north tongoa",2,32,18
"5965",0,"Female","north tongoa",2,33,9
"5966",0,"Female","north tongoa",2,34,10
"5967",0,"Female","north tongoa",2,35,9
"5968",1,"Female","north tongoa",2,36,10
"5969",0,"Female","north tongoa",2,37,11
"5970",0,"Female","north tongoa",2,38,9
"5971",1,"Female","north tongoa",2,39,7
"5972",0,"Female","north tongoa",2,40,15
"5973",0,"Female","north tongoa",2,41,6
"5974",0,"Female","north tongoa",2,42,7
"5975",0,"Female","north tongoa",2,43,6
"5976",0,"Female","north tongoa",2,44,6
"5977",0,"Female","north tongoa",2,45,10
"5978",0,"Female","north tongoa",2,46,7
"5979",0,"Female","north tongoa",2,47,5
"5980",0,"Female","north tongoa",2,48,15
"5981",0,"Female","north tongoa",2,49,4
"5982",0,"Female","north tongoa",2,50,6
"5983",0,"Female","north tongoa",2,51,5
"5984",0,"Female","north tongoa",2,52,6
"5985",0,"Female","north tongoa",2,53,8
"5986",0,"Female","north tongoa",2,54,4
"5987",0,"Female","north tongoa",2,55,1
"5988",0,"Female","north tongoa",2,56,5
"5989",0,"Female","north tongoa",2,57,4
"5990",0,"Female","north tongoa",2,58,14
"5991",0,"Female","north tongoa",2,59,3
"5992",0,"Female","north tongoa",2,60,9
"5993",0,"Female","north tongoa",2,61,5
"5994",0,"Female","north tongoa",2,62,6
"5995",0,"Female","north tongoa",2,63,6
"5996",0,"Female","north tongoa",2,64,4
"5997",0,"Female","north tongoa",2,65,4
"5998",0,"Female","north tongoa",2,66,6
"5999",0,"Female","north tongoa",2,67,2
"6000",0,"Female","north tongoa",2,68,4
"6001",0,"Female","north tongoa",2,69,3
"6002",0,"Female","north tongoa",2,70,4
"6003",0,"Female","north tongoa",2,71,6
"6004",0,"Female","north tongoa",2,72,3
"6005",0,"Female","north tongoa",2,73,7
"6006",0,"Female","north tongoa",2,74,2
"6007",0,"Female","north tongoa",2,75,5
"6008",0,"Female","north tongoa",2,76,3
"6009",0,"Female","north tongoa",2,77,2
"6010",0,"Female","north tongoa",2,78,1
"6011",0,"Female","north tongoa",2,79,1
"6012",0,"Female","north tongoa",2,80,1
"6013",0,"Female","north tongoa",2,81,1
"6014",0,"Female","north tongoa",2,82,2
"6015",0,"Female","north tongoa",2,87,1
"6016",0,"Female","north tongoa",2,89,1
"6017",0,"Female","north tongoa",2,90,1
"6018",0,"Female","north tongoa",2,97,1
"6019",0,"Female","north tongoa",2,123,1
"6020",NA,"Male","north tongoa",2,0,16
"6021",NA,"Male","north tongoa",2,1,10
"6022",NA,"Male","north tongoa",2,2,27
"6023",NA,"Male","north tongoa",2,3,18
"6024",NA,"Male","north tongoa",2,4,23
"6025",NA,"Male","north tongoa",2,5,33
"6026",NA,"Male","north tongoa",2,6,28
"6027",NA,"Male","north tongoa",2,7,27
"6028",NA,"Male","north tongoa",2,8,31
"6029",NA,"Male","north tongoa",2,9,24
"6030",NA,"Male","north tongoa",2,10,28
"6031",NA,"Male","north tongoa",2,11,28
"6032",0,"Male","north tongoa",2,12,17
"6033",0,"Male","north tongoa",2,13,16
"6034",0,"Male","north tongoa",2,14,19
"6035",0,"Male","north tongoa",2,15,25
"6036",0,"Male","north tongoa",2,16,15
"6037",0,"Male","north tongoa",2,17,11
"6038",0,"Male","north tongoa",2,18,13
"6039",0,"Male","north tongoa",2,19,13
"6040",1,"Male","north tongoa",2,20,18
"6041",1,"Male","north tongoa",2,21,12
"6042",1,"Male","north tongoa",2,22,6
"6043",0,"Male","north tongoa",2,23,7
"6044",1,"Male","north tongoa",2,24,12
"6045",0,"Male","north tongoa",2,25,9
"6046",1,"Male","north tongoa",2,26,8
"6047",1,"Male","north tongoa",2,27,4
"6048",1,"Male","north tongoa",2,28,10
"6049",1,"Male","north tongoa",2,29,7
"6050",0,"Male","north tongoa",2,30,19
"6051",1,"Male","north tongoa",2,31,6
"6052",0,"Male","north tongoa",2,32,13
"6053",1,"Male","north tongoa",2,33,12
"6054",1,"Male","north tongoa",2,34,7
"6055",0,"Male","north tongoa",2,35,7
"6056",1,"Male","north tongoa",2,36,11
"6057",NA,"Male","north tongoa",2,37,27
"6058",0,"Male","north tongoa",2,38,6
"6059",1,"Male","north tongoa",2,39,12
"6060",1,"Male","north tongoa",2,40,8
"6061",1,"Male","north tongoa",2,41,6
"6062",1,"Male","north tongoa",2,42,9
"6063",1,"Male","north tongoa",2,43,1
"6064",1,"Male","north tongoa",2,44,4
"6065",1,"Male","north tongoa",2,45,13
"6066",1,"Male","north tongoa",2,46,5
"6067",1,"Male","north tongoa",2,47,4
"6068",0,"Male","north tongoa",2,48,4
"6069",0,"Male","north tongoa",2,49,4
"6070",0,"Male","north tongoa",2,50,3
"6071",0,"Male","north tongoa",2,51,5
"6072",1,"Male","north tongoa",2,52,2
"6073",1,"Male","north tongoa",2,53,4
"6074",1,"Male","north tongoa",2,54,4
"6075",1,"Male","north tongoa",2,55,7
"6076",0,"Male","north tongoa",2,56,7
"6077",1,"Male","north tongoa",2,57,4
"6078",0,"Male","north tongoa",2,58,4
"6079",1,"Male","north tongoa",2,60,5
"6080",0,"Male","north tongoa",2,61,5
"6081",0,"Male","north tongoa",2,62,9
"6082",0,"Male","north tongoa",2,63,6
"6083",0,"Male","north tongoa",2,64,3
"6084",1,"Male","north tongoa",2,65,4
"6085",1,"Male","north tongoa",2,66,3
"6086",0,"Male","north tongoa",2,67,5
"6087",0,"Male","north tongoa",2,68,3
"6088",0,"Male","north tongoa",2,69,4
"6089",0,"Male","north tongoa",2,70,3
"6090",0,"Male","north tongoa",2,71,2
"6091",0,"Male","north tongoa",2,72,3
"6092",0,"Male","north tongoa",2,73,3
"6093",1,"Male","north tongoa",2,75,5
"6094",0,"Male","north tongoa",2,77,3
"6095",0,"Male","north tongoa",2,78,3
"6096",0,"Male","north tongoa",2,80,3
"6097",0,"Male","north tongoa",2,81,1
"6098",0,"Male","north tongoa",2,87,1
"6099",0,"Male","north tongoa",2,88,2
"6100",0,"Male","north tongoa",2,90,2
"6101",NA,NA,"north west malekula",2,NA,NA
"6102",NA,"Female","north west malekula",2,0,65
"6103",NA,"Female","north west malekula",2,1,76
"6104",NA,"Female","north west malekula",2,2,71
"6105",NA,"Female","north west malekula",2,3,81
"6106",NA,"Female","north west malekula",2,4,79
"6107",NA,"Female","north west malekula",2,5,73
"6108",NA,"Female","north west malekula",2,6,78
"6109",NA,"Female","north west malekula",2,7,66
"6110",NA,"Female","north west malekula",2,8,61
"6111",NA,"Female","north west malekula",2,9,81
"6112",NA,"Female","north west malekula",2,10,70
"6113",NA,"Female","north west malekula",2,11,81
"6114",0,"Female","north west malekula",2,12,68
"6115",0,"Female","north west malekula",2,13,70
"6116",0,"Female","north west malekula",2,14,78
"6117",0,"Female","north west malekula",2,15,75
"6118",1,"Female","north west malekula",2,16,69
"6119",0,"Female","north west malekula",2,17,57
"6120",0,"Female","north west malekula",2,18,50
"6121",0,"Female","north west malekula",2,19,35
"6122",0,"Female","north west malekula",2,20,56
"6123",0,"Female","north west malekula",2,21,30
"6124",0,"Female","north west malekula",2,22,35
"6125",0,"Female","north west malekula",2,23,39
"6126",0,"Female","north west malekula",2,24,46
"6127",0,"Female","north west malekula",2,25,38
"6128",0,"Female","north west malekula",2,26,37
"6129",0,"Female","north west malekula",2,27,36
"6130",0,"Female","north west malekula",2,28,45
"6131",0,"Female","north west malekula",2,29,31
"6132",0,"Female","north west malekula",2,30,43
"6133",0,"Female","north west malekula",2,31,39
"6134",0,"Female","north west malekula",2,32,37
"6135",0,"Female","north west malekula",2,33,44
"6136",0,"Female","north west malekula",2,34,38
"6137",0,"Female","north west malekula",2,35,35
"6138",0,"Female","north west malekula",2,36,36
"6139",0,"Female","north west malekula",2,37,31
"6140",0,"Female","north west malekula",2,38,29
"6141",0,"Female","north west malekula",2,39,22
"6142",0,"Female","north west malekula",2,40,39
"6143",0,"Female","north west malekula",2,41,30
"6144",0,"Female","north west malekula",2,42,24
"6145",0,"Female","north west malekula",2,43,21
"6146",0,"Female","north west malekula",2,44,23
"6147",0,"Female","north west malekula",2,45,28
"6148",0,"Female","north west malekula",2,46,19
"6149",0,"Female","north west malekula",2,47,18
"6150",0,"Female","north west malekula",2,48,26
"6151",0,"Female","north west malekula",2,49,17
"6152",0,"Female","north west malekula",2,50,25
"6153",0,"Female","north west malekula",2,51,17
"6154",0,"Female","north west malekula",2,52,13
"6155",0,"Female","north west malekula",2,53,12
"6156",0,"Female","north west malekula",2,54,9
"6157",0,"Female","north west malekula",2,55,18
"6158",0,"Female","north west malekula",2,56,20
"6159",0,"Female","north west malekula",2,57,17
"6160",0,"Female","north west malekula",2,58,11
"6161",0,"Female","north west malekula",2,59,11
"6162",0,"Female","north west malekula",2,60,21
"6163",0,"Female","north west malekula",2,61,11
"6164",0,"Female","north west malekula",2,62,11
"6165",0,"Female","north west malekula",2,63,9
"6166",0,"Female","north west malekula",2,64,17
"6167",0,"Female","north west malekula",2,65,10
"6168",0,"Female","north west malekula",2,66,7
"6169",0,"Female","north west malekula",2,67,13
"6170",0,"Female","north west malekula",2,68,6
"6171",0,"Female","north west malekula",2,69,7
"6172",0,"Female","north west malekula",2,70,14
"6173",0,"Female","north west malekula",2,71,4
"6174",0,"Female","north west malekula",2,72,4
"6175",0,"Female","north west malekula",2,73,4
"6176",0,"Female","north west malekula",2,74,3
"6177",0,"Female","north west malekula",2,75,10
"6178",0,"Female","north west malekula",2,76,1
"6179",0,"Female","north west malekula",2,77,3
"6180",0,"Female","north west malekula",2,78,2
"6181",0,"Female","north west malekula",2,79,3
"6182",0,"Female","north west malekula",2,80,6
"6183",0,"Female","north west malekula",2,81,5
"6184",0,"Female","north west malekula",2,82,2
"6185",0,"Female","north west malekula",2,84,1
"6186",0,"Female","north west malekula",2,85,3
"6187",0,"Female","north west malekula",2,86,3
"6188",0,"Female","north west malekula",2,87,1
"6189",0,"Female","north west malekula",2,88,3
"6190",0,"Female","north west malekula",2,90,3
"6191",0,"Female","north west malekula",2,95,1
"6192",0,"Female","north west malekula",2,97,1
"6193",0,"Female","north west malekula",2,98,1
"6194",0,"Female","north west malekula",2,99,1
"6195",0,"Female","north west malekula",2,100,2
"6196",0,"Female","north west malekula",2,101,1
"6197",0,"Female","north west malekula",2,102,1
"6198",0,"Female","north west malekula",2,105,1
"6199",0,"Female","north west malekula",2,112,1
"6200",NA,"Male","north west malekula",2,0,69
"6201",NA,"Male","north west malekula",2,1,79
"6202",NA,"Male","north west malekula",2,2,86
"6203",NA,"Male","north west malekula",2,3,87
"6204",NA,"Male","north west malekula",2,4,89
"6205",NA,"Male","north west malekula",2,5,86
"6206",NA,"Male","north west malekula",2,6,78
"6207",NA,"Male","north west malekula",2,7,81
"6208",NA,"Male","north west malekula",2,8,86
"6209",NA,"Male","north west malekula",2,9,81
"6210",NA,"Male","north west malekula",2,10,91
"6211",NA,"Male","north west malekula",2,11,82
"6212",0,"Male","north west malekula",2,12,69
"6213",0,"Male","north west malekula",2,13,87
"6214",0,"Male","north west malekula",2,14,85
"6215",1,"Male","north west malekula",2,15,60
"6216",0,"Male","north west malekula",2,16,69
"6217",0,"Male","north west malekula",2,17,83
"6218",0,"Male","north west malekula",2,18,74
"6219",1,"Male","north west malekula",2,19,44
"6220",0,"Male","north west malekula",2,20,53
"6221",0,"Male","north west malekula",2,21,31
"6222",1,"Male","north west malekula",2,22,53
"6223",1,"Male","north west malekula",2,23,24
"6224",1,"Male","north west malekula",2,24,37
"6225",1,"Male","north west malekula",2,25,37
"6226",1,"Male","north west malekula",2,26,33
"6227",1,"Male","north west malekula",2,27,33
"6228",1,"Male","north west malekula",2,28,41
"6229",0,"Male","north west malekula",2,29,26
"6230",1,"Male","north west malekula",2,30,29
"6231",1,"Male","north west malekula",2,31,30
"6232",1,"Male","north west malekula",2,32,31
"6233",1,"Male","north west malekula",2,33,38
"6234",1,"Male","north west malekula",2,34,37
"6235",0,"Male","north west malekula",2,35,49
"6236",0,"Male","north west malekula",2,36,50
"6237",1,"Male","north west malekula",2,37,38
"6238",1,"Male","north west malekula",2,38,31
"6239",0,"Male","north west malekula",2,39,20
"6240",0,"Male","north west malekula",2,40,34
"6241",1,"Male","north west malekula",2,41,25
"6242",0,"Male","north west malekula",2,42,19
"6243",0,"Male","north west malekula",2,43,27
"6244",1,"Male","north west malekula",2,44,30
"6245",1,"Male","north west malekula",2,45,21
"6246",0,"Male","north west malekula",2,46,15
"6247",0,"Male","north west malekula",2,47,17
"6248",1,"Male","north west malekula",2,48,18
"6249",1,"Male","north west malekula",2,49,9
"6250",0,"Male","north west malekula",2,50,21
"6251",1,"Male","north west malekula",2,51,21
"6252",0,"Male","north west malekula",2,52,16
"6253",0,"Male","north west malekula",2,53,20
"6254",0,"Male","north west malekula",2,54,13
"6255",0,"Male","north west malekula",2,55,14
"6256",1,"Male","north west malekula",2,56,18
"6257",1,"Male","north west malekula",2,57,15
"6258",1,"Male","north west malekula",2,58,15
"6259",0,"Male","north west malekula",2,59,13
"6260",0,"Male","north west malekula",2,60,15
"6261",0,"Male","north west malekula",2,61,13
"6262",0,"Male","north west malekula",2,62,12
"6263",0,"Male","north west malekula",2,63,4
"6264",0,"Male","north west malekula",2,64,11
"6265",0,"Male","north west malekula",2,65,7
"6266",0,"Male","north west malekula",2,66,7
"6267",0,"Male","north west malekula",2,67,11
"6268",1,"Male","north west malekula",2,68,10
"6269",0,"Male","north west malekula",2,69,7
"6270",0,"Male","north west malekula",2,70,10
"6271",0,"Male","north west malekula",2,71,4
"6272",0,"Male","north west malekula",2,72,10
"6273",0,"Male","north west malekula",2,73,6
"6274",0,"Male","north west malekula",2,74,5
"6275",1,"Male","north west malekula",2,75,5
"6276",0,"Male","north west malekula",2,76,2
"6277",0,"Male","north west malekula",2,77,3
"6278",0,"Male","north west malekula",2,78,10
"6279",0,"Male","north west malekula",2,79,2
"6280",0,"Male","north west malekula",2,80,6
"6281",0,"Male","north west malekula",2,81,4
"6282",0,"Male","north west malekula",2,82,2
"6283",0,"Male","north west malekula",2,83,3
"6284",0,"Male","north west malekula",2,85,3
"6285",1,"Male","north west malekula",2,86,2
"6286",0,"Male","north west malekula",2,88,1
"6287",0,"Male","north west malekula",2,89,4
"6288",0,"Male","north west malekula",2,90,3
"6289",0,"Male","north west malekula",2,95,1
"6290",0,"Male","north west malekula",2,96,1
"6291",0,"Male","north west malekula",2,98,2
"6292",1,"Male","north west malekula",2,100,1
"6293",0,"Male","north west malekula",2,101,1
"6294",0,"Male","north west malekula",2,106,1
"6295",1,"Male","north west malekula",2,111,1
"6296",0,"Male","north west malekula",2,113,1
"6297",0,"Male","north west malekula",2,122,1
"6298",NA,"Female","north west santo",2,0,24
"6299",NA,"Female","north west santo",2,1,26
"6300",NA,"Female","north west santo",2,2,19
"6301",NA,"Female","north west santo",2,3,17
"6302",NA,"Female","north west santo",2,4,26
"6303",NA,"Female","north west santo",2,5,21
"6304",NA,"Female","north west santo",2,6,21
"6305",NA,"Female","north west santo",2,7,17
